decision_id,assignment_rank,is_primary,parse_status,isic_code,isic_level,description,section,section_description,division,division_description,group,group_description,reference_version,source_token
Slovenia_12,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_11,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_14,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_18,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_13,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Slovenia_16,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_15,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Slovenia_17,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_19,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_21,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Slovenia_20,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_24,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_23,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_25,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_22,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_26,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_34,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_27,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_28,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_29,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_30,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_31,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Slovenia_32,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_33,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_35,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_36,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_37,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_38,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_41,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_39,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_42,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_43,1,1,MATCHED,85,DIVISION,Education,P,Education,85,Education,,,3de77d05ace5,85
Slovenia_44,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Slovenia_45,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_46,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_47,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_50,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Slovenia_48,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_51,1,1,MATCHED,6512,CLASS,Non-life insurance,K,Financial and insurance activities,65,"Insurance, reinsurance and pension funding, except compulsory social security",651,Insurance,3de77d05ace5,6512
Slovenia_55,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_56,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Slovenia_53,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_54,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_57,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_58,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_59,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_61,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_62,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_63,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_65,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_64,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_66,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_67,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Slovenia_68,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_69,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_72,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_73,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_74,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Slovenia_75,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_76,,0,UNRECOGNIZED,NOT_DISCUSSED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_DISCUSSED
Slovakia_1,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Slovenia_77,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
Romania_1,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Slovenia_78,1,1,MATCHED,8423,CLASS,Public order and safety activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,842,Provision of services to the community as a whole,3de77d05ace5,8423
Romania_2,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_4,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_3,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_5,,0,UNRECOGNIZED,Political organization (ISIC 9411),UNKNOWN,,,,,,,,3de77d05ace5,Political organization (ISIC 9411)
Romania_6,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_7,,0,UNRECOGNIZED,UNKNOWN,UNKNOWN,,,,,,,,3de77d05ace5,UNKNOWN
Romania_9,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_11,1,1,MATCHED,4791,CLASS,Retail sale via mail order houses or via Internet,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",3de77d05ace5,4791
Romania_10,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_13,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_12,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_14,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_15,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_16,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_17,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_20,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_19,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_18,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_21,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_24,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_26,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Romania_25,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_28,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Romania_29,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_27,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_30,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_34,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_33,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_36,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_32,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_31,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_37,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_38,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_43,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_40,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_42,1,1,MATCHED,5310,CLASS,Postal activities,H,Transportation and storage,53,Postal and courier activities,531,Postal activities,3de77d05ace5,5310
Romania_41,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_45,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_48,1,1,MATCHED,6420,CLASS,Activities of holding companies,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",642,Activities of holding companies,3de77d05ace5,6420
Romania_49,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_47,1,1,MATCHED,49,DIVISION,Land transport and transport via pipelines,H,Transportation and storage,49,Land transport and transport via pipelines,,,3de77d05ace5,49
Romania_50,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_46,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_52,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_51,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_53,1,1,MATCHED,K,SECTION,Financial and insurance activities,K,Financial and insurance activities,,,,,3de77d05ace5,K
Romania_54,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_57,1,1,MATCHED,45,DIVISION,Wholesale and retail trade and repair of motor vehicles and motorcycles,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,,,3de77d05ace5,45
Romania_56,1,1,MATCHED,8130,CLASS,Landscape care and maintenance service activities,N,Administrative and support service activities,81,Services to buildings and landscape activities,813,Landscape care and maintenance service activities,3de77d05ace5,8130
Romania_58,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_59,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_60,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_61,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_62,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_63,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_65,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_67,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_68,1,1,MATCHED,5811,CLASS,Book publishing,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5811
Romania_69,1,1,MATCHED,4791,CLASS,Retail sale via mail order houses or via Internet,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",3de77d05ace5,4791
Romania_70,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_72,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_71,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_74,1,1,MATCHED,G,SECTION,Wholesale and retail trade; repair of motor vehicles and motorcycles,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,3de77d05ace5,G
Romania_73,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_79,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_77,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_76,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_78,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_80,1,1,MATCHED,4791,CLASS,Retail sale via mail order houses or via Internet,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",3de77d05ace5,4791
Romania_75,1,1,MATCHED,94,DIVISION,Activities of membership organizations,S,Other service activities,94,Activities of membership organizations,,,3de77d05ace5,94
Romania_82,1,1,MATCHED,4711,CLASS,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialized stores,3de77d05ace5,4711
Romania_81,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_84,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_87,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_86,,0,UNRECOGNIZED,G (Wholesale and retail trade; repair of motor vehicles and motorcycles),UNKNOWN,,,,,,,,3de77d05ace5,G (Wholesale and retail trade; repair of motor vehicles and motorcycles)
Romania_85,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_92,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_91,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_93,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_94,1,1,MATCHED,351,GROUP,"Electric power generation, transmission and distribution",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",351,"Electric power generation, transmission and distribution",3de77d05ace5,351
Romania_96,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_95,1,1,MATCHED,49,DIVISION,Land transport and transport via pipelines,H,Transportation and storage,49,Land transport and transport via pipelines,,,3de77d05ace5,49
Romania_100,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_99,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_102,1,1,MATCHED,7721,CLASS,Renting and leasing of recreational and sports goods,N,Administrative and support service activities,77,Rental and leasing activities,772,Renting and leasing of personal and household goods,3de77d05ace5,7721
Romania_101,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_98,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_103,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_107,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_108,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_110,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Romania_109,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Romania_113,1,1,MATCHED,61,DIVISION,Telecommunications,J,Information and communication,61,Telecommunications,,,3de77d05ace5,61
Romania_112,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_116,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_114,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_117,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_121,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Romania_120,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_119,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Romania_122,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_123,1,1,MATCHED,D,SECTION,"Electricity, gas, steam and air conditioning supply",D,"Electricity, gas, steam and air conditioning supply",,,,,3de77d05ace5,D
Romania_125,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_124,1,1,MATCHED,4772,CLASS,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialized stores,3de77d05ace5,4772
Romania_127,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_128,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_126,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Romania_130,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_131,1,1,MATCHED,8610,CLASS,Hospital activities,Q,Human health and social work activities,86,Human health activities,861,Hospital activities,3de77d05ace5,8610
Romania_129,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_132,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_134,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Romania_133,1,1,MATCHED,84,DIVISION,Public administration and defence; compulsory social security,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,,,3de77d05ace5,84
