community,members
1272,raw_q68_Vodafone_Espa_a_sanctioned_8_15M_for_systematic_GDPR_LSSICE_and_LGT_violations_in_marketing_operations_inadequate_processor_controls_insufficient_oversight_international_data_transfer_breaches_and_failure_to_honor_opposition_rights_despite_191_complaints_and_200M_processing_actions_DPA_cited_negligence_repeat_offenses_and_scale_of_infringements
1273,raw_q68_Vodafone_Espa_a_fined_50_000_for_violating_GDPR_Article_5_1_f_security_principle_after_sending_a_customer_s_invoice_to_a_neighbor_s_address_due_to_a_data_migration_error_with_the_DPA_citing_negligence_and_lack_of_cooperation
1274,raw_q68_UPS_Espa_a_delivered_package_to_claimant_s_neighbor_without_consent_violating_GDPR_Articles_5_1_f_and_32_fined_70_000_total_DPA_found_UPS_failed_as_processor_to_ensure_data_confidentiality_and_adequate_security_measures
1275,raw_q68_UNCLEAR
1276,raw_q68_UK_primary_school_reprimanded_for_GDPR_security_breach_unauthorized_disclosure_of_special_category_data_affecting_four_individuals_including_children_due_to_inadequate_policies_and_procedures_no_fine_issued_due_to_mitigation_and_remedial_actions
1277,raw_q68_UK_ICO_fined_Tuckers_Solicitors_LLP_98_000_for_GDPR_Article_5_1_f_security_violations_due_to_a_ransomware_attack_exploiting_lack_of_MFA_delayed_patching_and_unencrypted_data_affecting_over_972_000_files_including_sensitive_legal_case_data_negligence_found_but_cooperation_and_remediation_mitigated_the_penalty
1278,q10_org_class_known_LARGE_ENTERPRISE_MULTINATIONAL_NOT_MENTIONED
1279,raw_q68_UK_ICO_fined_23andMe_2_31M_for_GDPR_security_failures_after_a_credential_stuffing_attack_exposed_genetic_and_health_data_of_155_592_UK_customers_The_company_lacked_MFA_effective_monitoring_and_breach_response_causing_distress_and_non_material_harm
1280,raw_q68_Trygg_Hansa_Insurance_branch_failed_to_secure_sensitive_customer_data_allowing_unauthorized_access_via_web_vulnerabilities_from_October_2018_to_February_2021_affecting_650_000_customers_Swedish_DPA_imposed_a_SEK_35_million_fine_for_violations_of_Articles_5_1f_and_32_1_considering_the_breach_s_severity_but_reducing_the_amount_based_on_proportionality
1281,raw_q68_Ticketmaster_UK_suffered_a_data_breach_from_May_to_June_2018_due_to_a_malicious_script_in_a_third_party_chat_bot_on_payment_pages_exposing_9_4M_EEA_subjects_data_including_payment_details_The_ICO_found_violations_of_Articles_5_1_f_and_32_GDPR_for_inadequate_security_measures_imposing_a_1_25M_fine_reduced_due_to_COVID_19_impact
1282,raw_q68_Tiana_City_Council_created_a_WhatsApp_group_for_municipal_communications_without_providing_full_GDPR_Article_13_information_initially_and_failed_to_ensure_data_confidentiality_leading_to_violations_of_Articles_13_and_25_1_GDPR_no_fine_imposed_due_to_public_sector_status_but_reprimand_and_compliance_orders_issued
1283,raw_q68_The_UK_ICO_fined_the_Cabinet_Office_500_000_for_a_data_breach_where_postal_addresses_of_2020_New_Year_Honours_recipients_were_published_online_due_to_inadequate_security_measures_and_human_error_citing_violations_of_GDPR_Articles_5_1_f_and_32_1_with_the_fine_reflecting_the_seriousness_negligence_and_need_for_deterrence_despite_mitigation_efforts
1284,raw_q68_The_Slovenian_DPA_provided_a_non_binding_opinion_on_a_proposed_COVID_19_data_analysis_system_questioning_whether_the_data_was_truly_anonymized_emphasizing_the_need_for_a_legal_basis_if_personal_data_is_involved_and_citing_constitutional_protections_for_communication_privacy
1285,q10_org_class_known_LARGE_ENTERPRISE
1286,q10_org_class_known_LARGE_ENTERPRISE_NOT_MENTIONED
1287,q15_case_initiation_known_BREACH_NOTIFICATION
1288,q10_org_class_known_PUBLIC_SECTOR_BODY_NOT_MENTIONED
1289,q10_org_class_unknown_NOT_DISCUSSED
1290,q10_org_class_unknown_MISSING
1291,q10_org_class_known_SME_NOT_MENTIONED_UNCLEAR
1292,q10_org_class_known_SME_LARGE_ENTERPRISE_NOT_MENTIONED_UNCLEAR
1293,q10_org_class_known_SME_LARGE_ENTERPRISE
1294,q10_org_class_known_SME
1295,q10_org_class_known_PUBLIC_SECTOR_BODY
1296,q10_org_class_known_MISSING
1297,q10_org_class_known_NOT_MENTIONED
1298,q10_org_class_known_NOT_APPLICABLE
1299,q10_org_class_known_NON_PROFIT_NOT_MENTIONED
1300,q10_org_class_known_NON_PROFIT
1301,q10_org_class_known_MULTINATIONAL_NOT_MENTIONED
1302,q10_org_class_known_MULTINATIONAL
1303,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SECURITY_IMPROVEMENTS_STAFF_TRAINING_EXTERNAL_AUDIT_COOPERATION_WITH_DPA
1304,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES
1305,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES_COOPERATION_WITH_DPA
1306,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_SECURITY
1307,q30_discussed_known_NONE_DISCUSSED
1308,q30_discussed_known_MISSING
1309,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_SECURITY_ACCOUNTABILITY
1310,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_SECURITY
1311,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_STORAGE_LIMITATION_ACCOUNTABILITY
1312,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_SECURITY_ACCOUNTABILITY
1313,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_STORAGE_LIMITATION_SECURITY_ACCOUNTABILITY
1314,q30_discussed_known_PURPOSE_LIMITATION_DATA_MINIMISATION_ACCOUNTABILITY
1315,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_STORAGE_LIMITATION_ACCOUNTABILITY
1316,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_STORAGE_LIMITATION
1317,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_SECURITY_ACCOUNTABILITY
1318,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_SECURITY
1319,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_ACCURACY_STORAGE_LIMITATION_SECURITY_ACCOUNTABILITY
1320,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION_ACCURACY_SECURITY
1321,q30_discussed_known_PURPOSE_LIMITATION_DATA_MINIMISATION
1322,q30_discussed_known_PURPOSE_LIMITATION_DATA_MINIMISATION_SECURITY
1323,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES_SECURITY_IMPROVEMENTS
1324,q30_discussed_unknown_MISSING
1325,q31_violated_known_DATA_MINIMISATION_ACCOUNTABILITY
1326,q31_violated_known_DATA_MINIMISATION
1327,q31_violated_known_ACCURACY_SECURITY_ACCOUNTABILITY
1328,q31_violated_known_ACCURACY
1329,q31_violated_known_ACCOUNTABILITY
1330,q30_discussed_unknown_NOT_DISCUSSED
1331,q30_discussed_unknown_ACCESS
1332,q30_discussed_known_PURPOSE_LIMITATION_SECURITY
1333,q30_discussed_known_STORAGE_LIMITATION_SECURITY_ACCOUNTABILITY
1334,q30_discussed_known_STORAGE_LIMITATION
1335,q30_discussed_known_SECURITY_STORAGE_LIMITATION_PURPOSE_LIMITATION
1336,q30_discussed_known_SECURITY_ACCOUNTABILITY
1337,q30_discussed_known_SECURITY
1338,q30_discussed_known_PURPOSE_LIMITATION_STORAGE_LIMITATION
1339,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION_DATA_MINIMISATION
1340,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_PURPOSE_LIMITATION
1341,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_DATA_MINIMISATION_SECURITY
1342,q28_mitigations_known_SECURITY_IMPROVEMENTS_STAFF_TRAINING
1343,q28_mitigations_known_STAFF_TRAINING_SECURITY_IMPROVEMENTS_COOPERATION_WITH_DPA
1344,q28_mitigations_known_STAFF_TRAINING_SECURITY_IMPROVEMENTS
1345,q28_mitigations_known_STAFF_TRAINING_COOPERATION_WITH_DPA
1346,q28_mitigations_known_STAFF_TRAINING
1347,q28_mitigations_known_SECURITY_IMPROVEMENTS_STAFF_TRAINING_EXTERNAL_AUDIT_COOPERATION_WITH_DPA
1348,q28_mitigations_known_SECURITY_IMPROVEMENTS_STAFF_TRAINING_COOPERATION_WITH_DPA
1349,q28_mitigations_known_NOT_APPLICABLE
1350,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY_ACCURACY_ACCOUNTABILITY
1351,q28_mitigations_known_NONE_MENTIONED
1352,q28_mitigations_known_MISSING
1353,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES_SECURITY_IMPROVEMENTS_STAFF_TRAINING_EXTERNAL_AUDIT_COOPERATION_WITH_DPA
1354,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES_SECURITY_IMPROVEMENTS_STAFF_TRAINING_EXTERNAL_AUDIT
1355,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES_SECURITY_IMPROVEMENTS_STAFF_TRAINING_COOPERATION_WITH_DPA
1356,q28_mitigations_known_IMMEDIATE_CONTAINMENT_SYSTEM_FIXES_SECURITY_IMPROVEMENTS_COOPERATION_WITH_DPA
1357,q28_mitigations_known_SYSTEM_FIXES_SECURITY_IMPROVEMENTS
1358,q28_mitigations_known_SYSTEM_FIXES_SECURITY_IMPROVEMENTS_EXTERNAL_AUDIT_COOPERATION_WITH_DPA
1359,q28_mitigations_unknown_DATA_DELETION
1360,q28_mitigations_unknown_DATA_DELETION_ORDER
1361,q28_mitigations_unknown_MISSING
1362,q28_mitigations_unknown_NOT_DISCUSSED
1363,q28_mitigations_unknown_NOT_MENTIONED
1364,q30_discussed_known_ACCOUNTABILITY
1365,q30_discussed_known_ACCURACY
1366,q30_discussed_known_ACCURACY_SECURITY
1367,q30_discussed_known_ACCURACY_SECURITY_ACCOUNTABILITY
1368,q30_discussed_known_DATA_MINIMISATION
1369,q30_discussed_known_DATA_MINIMISATION_ACCOUNTABILITY
1370,q30_discussed_known_DATA_MINIMISATION_ACCOUNTABILITY_SECURITY
1371,q30_discussed_known_DATA_MINIMISATION_SECURITY
1372,q30_discussed_known_DATA_MINIMISATION_SECURITY_ACCOUNTABILITY
1373,q30_discussed_known_LAWFULNESS_FAIRNESS_TRANSPARENCY
1374,q47_remedial_known_NONE_MENTIONED
1375,q47_remedial_known_POLICY_CHANGES_DPO_APPOINTMENT
1376,raw_q68_Telef_nica_processed_claimant_s_data_without_legal_basis_after_identity_theft_in_phone_service_contracting_leading_to_debt_and_credit_file_inclusion_DPA_found_Article_6_1_violation_imposed_45_000_fine_after_reductions_for_cooperation_and_responsibility_acknowledgment
1377,q28_mitigations_status_NOT_DISCUSSED
1378,q30_discussed_status_NOT_DISCUSSED
1379,q30_discussed_status_NONE_DISCUSSED
1380,q30_discussed_status_DISCUSSED
1381,q30_discussed_coverage_status_NOT_MENTIONED
1382,q30_discussed_coverage_status_DISCUSSED
1383,q28_mitigations_status_NOT_MENTIONED
1384,q28_mitigations_status_NOT_APPLICABLE
1385,q31_violated_coverage_status_DISCUSSED
1386,q28_mitigations_status_NONE_MENTIONED
1387,q28_mitigations_status_DISCUSSED
1388,q28_mitigations_coverage_status_NOT_MENTIONED
1389,q28_mitigations_coverage_status_DISCUSSED
1390,q25_sensitive_data_status_NOT_MENTIONED
1391,q25_sensitive_data_status_NOT_DISCUSSED
1392,q30_discussed_status_NOT_MENTIONED
1393,q31_violated_coverage_status_NOT_MENTIONED
1394,q25_sensitive_data_status_DISCUSSED
1395,q32_bases_status_NOT_APPLICABLE
1396,q41_aggrav_status_NOT_DISCUSSED
1397,q41_aggrav_status_DISCUSSED
1398,q41_aggrav_coverage_status_NOT_MENTIONED
1399,q41_aggrav_coverage_status_DISCUSSED
1400,q32_bases_status_NOT_MENTIONED
1401,q32_bases_status_NOT_DISCUSSED
1402,q32_bases_status_DISCUSSED
1403,q31_violated_status_DISCUSSED
1404,q32_bases_coverage_status_NOT_MENTIONED
1405,q32_bases_coverage_status_DISCUSSED
1406,q31_violated_status_NOT_MENTIONED
1407,q31_violated_status_NOT_DISCUSSED
1408,q31_violated_status_NOT_DETERMINED
1409,q31_violated_status_NONE_VIOLATED
1410,q25_sensitive_data_status_NOT_APPLICABLE
1411,q25_sensitive_data_coverage_status_NOT_MENTIONED
1412,q42_mitig_coverage_status_DISCUSSED
1413,data_subjects_notified_status_DISCUSSED
1414,art34_notification_required_status_NOT_MENTIONED
1415,art34_notification_required_status_NOT_APPLICABLE
1416,art34_notification_required_status_DISCUSSED
1417,data_subjects_notified_status_UNPARSEABLE
1418,data_subjects_notified_status_NOT_MENTIONED
1419,data_subjects_notified_status_NOT_APPLICABLE
1420,art33_notification_delay_band_status_UNPARSEABLE
1421,q10_org_class_coverage_status_DISCUSSED
1422,art33_notification_delay_band_status_NOT_MENTIONED
1423,art33_notification_delay_band_status_NOT_APPLICABLE
1424,art33_notification_delay_band_status_DISCUSSED
1425,art33_notification_timeliness_status_UNPARSEABLE
1426,art33_notification_timeliness_status_UNCLEAR
1427,art33_notification_timeliness_status_NOT_MENTIONED
1428,art34_notification_required_status_UNPARSEABLE
1429,q10_org_class_coverage_status_NOT_MENTIONED
1430,q25_sensitive_data_coverage_status_DISCUSSED
1431,q15_case_initiation_status_NOT_MENTIONED
1432,q21_breach_types_status_NOT_MENTIONED
1433,q21_breach_types_status_NOT_DISCUSSED
1434,q21_breach_types_status_NOT_APPLICABLE
1435,q21_breach_types_status_DISCUSSED
1436,q21_breach_types_coverage_status_NOT_MENTIONED
1437,q21_breach_types_coverage_status_DISCUSSED
1438,q15_case_initiation_status_NOT_DISCUSSED
1439,q10_org_class_status_DISCUSSED
1440,q15_case_initiation_status_DISCUSSED
1441,q15_case_initiation_coverage_status_NOT_MENTIONED
1442,q15_case_initiation_coverage_status_DISCUSSED
1443,q10_org_class_status_NOT_MENTIONED
1444,q10_org_class_status_NOT_DISCUSSED
1445,q10_org_class_status_NOT_APPLICABLE
1446,q41_aggrav_status_NOT_MENTIONED
1447,q42_mitig_coverage_status_NOT_MENTIONED
1448,q47_remedial_known_POLICY_CHANGES_STAFF_TRAINING
1449,q57_rights_violated_status_NOT_DISCUSSED
1450,q58_access_issues_status_NOT_DISCUSSED
1451,q58_access_issues_status_NOT_APPLICABLE
1452,q58_access_issues_status_DISCUSSED
1453,q58_access_issues_coverage_status_NOT_MENTIONED
1454,q58_access_issues_coverage_status_DISCUSSED
1455,q57_rights_violated_status_NOT_MENTIONED
1456,q57_rights_violated_status_NOT_DETERMINED
1457,q59_adm_issues_coverage_status_DISCUSSED
1458,q57_rights_violated_status_NOT_APPLICABLE
1459,q57_rights_violated_status_NONE_VIOLATED
1460,q57_rights_violated_status_DISCUSSED
1461,q57_rights_violated_coverage_status_NOT_MENTIONED
1462,q57_rights_violated_coverage_status_DISCUSSED
1463,q56_rights_discussed_status_NOT_MENTIONED
1464,q58_access_issues_status_NOT_MENTIONED
1465,q59_adm_issues_coverage_status_NOT_MENTIONED
1466,q56_rights_discussed_status_NOT_APPLICABLE
1467,q61_dpo_issues_status_NOT_DISCUSSED
1468,q64_transfer_violations_status_NOT_DISCUSSED
1469,q64_transfer_violations_status_NOT_APPLICABLE
1470,q64_transfer_violations_status_DISCUSSED
1471,q64_transfer_violations_coverage_status_NOT_MENTIONED
1472,q64_transfer_violations_coverage_status_DISCUSSED
1473,q61_dpo_issues_status_NOT_MENTIONED
1474,q61_dpo_issues_status_NOT_APPLICABLE
1475,q59_adm_issues_status_DISCUSSED
1476,q61_dpo_issues_status_DISCUSSED
1477,q61_dpo_issues_coverage_status_NOT_MENTIONED
1478,q61_dpo_issues_coverage_status_DISCUSSED
1479,q59_adm_issues_status_NOT_MENTIONED
1480,q59_adm_issues_status_NOT_DISCUSSED
1481,q59_adm_issues_status_NOT_APPLICABLE
1482,q56_rights_discussed_status_NOT_DISCUSSED
1483,q56_rights_discussed_status_DISCUSSED
1484,q42_mitig_status_DISCUSSED
1485,q46_vuln_status_NOT_MENTIONED
1486,q47_remedial_status_NOT_DISCUSSED
1487,q47_remedial_status_NOT_APPLICABLE
1488,q47_remedial_status_NONE_MENTIONED
1489,q47_remedial_status_DISCUSSED
1490,q47_remedial_coverage_status_NOT_MENTIONED
1491,q47_remedial_coverage_status_DISCUSSED
1492,q46_vuln_status_NOT_DISCUSSED
1493,q50_other_measures_coverage_status_DISCUSSED
1494,q46_vuln_status_NONE_MENTIONED
1495,q46_vuln_status_DISCUSSED
1496,q46_vuln_coverage_status_NOT_MENTIONED
1497,q46_vuln_coverage_status_DISCUSSED
1498,q42_mitig_status_NOT_MENTIONED
1499,q42_mitig_status_NOT_DISCUSSED
1500,q47_remedial_status_NOT_MENTIONED
1501,q50_other_measures_coverage_status_NOT_MENTIONED
1502,q56_rights_discussed_coverage_status_NOT_MENTIONED
1503,q54_scopes_coverage_status_DISCUSSED
1504,q56_rights_discussed_coverage_status_DISCUSSED
1505,q54_scopes_status_NOT_MENTIONED
1506,q54_scopes_status_NOT_DISCUSSED
1507,q54_scopes_status_NOT_APPLICABLE
1508,q54_scopes_status_DISCUSSED
1509,q54_scopes_coverage_status_NOT_MENTIONED
1510,q53_powers_status_NOT_MENTIONED
1511,q50_other_measures_status_DISCUSSED
1512,q53_powers_status_NOT_DISCUSSED
1513,q53_powers_status_DISCUSSED
1514,q53_powers_coverage_status_NOT_MENTIONED
1515,q53_powers_coverage_status_DISCUSSED
1516,q50_other_measures_status_NOT_MENTIONED
1517,q50_other_measures_status_NOT_DISCUSSED
1518,art33_notification_timeliness_status_NOT_APPLICABLE
1519,art33_notification_timeliness_status_DISCUSSED
1520,art33_notification_submitted_status_UNPARSEABLE
1521,q54_scopes_known_SPECIFIC_PURPOSE_LIMITATION_DATA_CATEGORY_LIMITATION
1522,q56_rights_discussed_known_ACCESS_ERASURE
1523,q56_rights_discussed_known_ACCESS
1524,q54_scopes_unknown_NOT_DISCUSSED
1525,q54_scopes_unknown_MISSING
1526,q54_scopes_known_TEMPORAL_LIMITATION
1527,q54_scopes_known_SPECIFIC_PURPOSE_LIMITATION_GEOGRAPHICAL_LIMITATION
1528,q54_scopes_known_SPECIFIC_PURPOSE_LIMITATION
1529,q56_rights_discussed_known_ACCESS_ERASURE_OBJECTION_INFORMATION_OBLIGATIONS
1530,q54_scopes_known_NOT_APPLICABLE
1531,q54_scopes_known_MISSING
1532,q54_scopes_known_DATA_CATEGORY_LIMITATION
1533,q54_scopes_known_COMPLETE_PROCESSING_BAN
1534,q50_other_measures_unknown_WARNING
1535,q50_other_measures_unknown_RECTIFICATION_ERASURE_RESTRICTION
1536,q56_rights_discussed_known_ACCESS_ERASURE_INFORMATION_OBLIGATIONS
1537,q56_rights_discussed_known_ACCESS_INFORMATION_OBLIGATIONS
1538,q50_other_measures_unknown_NONE_DISCUSSED
1539,q56_rights_discussed_known_MISSING
1540,q56_rights_discussed_unknown_MISSING
1541,q56_rights_discussed_known_RECTIFICATION_INFORMATION_OBLIGATIONS
1542,q56_rights_discussed_known_RECTIFICATION
1543,q56_rights_discussed_known_OBJECTION_INFORMATION_OBLIGATIONS
1544,q56_rights_discussed_known_OBJECTION
1545,q56_rights_discussed_known_NONE_DISCUSSED
1546,q56_rights_discussed_known_INFORMATION_OBLIGATIONS_OBJECTION
1547,q56_rights_discussed_known_ACCESS_OBJECTION_INFORMATION_OBLIGATIONS
1548,q56_rights_discussed_known_INFORMATION_OBLIGATIONS
1549,q56_rights_discussed_known_ERASURE_INFORMATION_OBLIGATIONS
1550,q56_rights_discussed_known_ERASURE
1551,q56_rights_discussed_known_ACCESS_RECTIFICATION_ERASURE_RESTRICTION_OF_PROCESSING_OBJECTION_INFORMATION_OBLIGATIONS
1552,q56_rights_discussed_known_ACCESS_RECTIFICATION_ERASURE_RESTRICTION_OF_PROCESSING_DATA_PORTABILITY_OBJECTION_INFORMATION_OBLIGATIONS
1553,q56_rights_discussed_known_ACCESS_RECTIFICATION_ERASURE_RESTRICTION_OF_PROCESSING_DATA_PORTABILITY_OBJECTION_AUTOMATED_DECISION_MAKING_INFORMATION_OBLIGATIONS
1554,q50_other_measures_unknown_NOT_DISCUSSED
1555,q50_other_measures_unknown_MISSING
1556,art33_notification_submitted_status_NOT_MENTIONED
1557,q47_remedial_known_SYSTEM_UPGRADES
1558,q47_remedial_unknown_DATA_DELETION
1559,q47_remedial_unknown_COOPERATION_WITH_DPA
1560,q47_remedial_known_SYSTEM_UPGRADES_POLICY_CHANGES_STAFF_TRAINING_EXTERNAL_AUDIT
1561,q47_remedial_known_SYSTEM_UPGRADES_POLICY_CHANGES_STAFF_TRAINING
1562,q47_remedial_known_SYSTEM_UPGRADES_POLICY_CHANGES_EXTERNAL_AUDIT
1563,q47_remedial_known_SYSTEM_UPGRADES_POLICY_CHANGES
1564,q47_remedial_known_STAFF_TRAINING_SYSTEM_UPGRADES_POLICY_CHANGES_DPO_APPOINTMENT
1565,q47_remedial_unknown_LEGAL_ADVICE
1566,q47_remedial_known_STAFF_TRAINING_SYSTEM_UPGRADES_POLICY_CHANGES
1567,q47_remedial_known_STAFF_TRAINING_SYSTEM_UPGRADES
1568,q47_remedial_known_STAFF_TRAINING_POLICY_CHANGES
1569,q47_remedial_known_STAFF_TRAINING_EXTERNAL_AUDIT
1570,q47_remedial_known_STAFF_TRAINING
1571,q47_remedial_known_POLICY_CHANGES_STAFF_TRAINING_EXTERNAL_AUDIT
1572,q47_remedial_unknown_DATA_DELETION_ORDER
1573,q47_remedial_unknown_MISSING
1574,q50_other_measures_unknown_LIMITATION_PROHIBITION_OF_PROCESSING_COMPLY_WITH_DATA_SUBJECT_REQUESTS_BRING_PROCESSING_INTO_COMPLIANCE
1575,q50_other_measures_known_DATA_DELETION_ORDER
1576,q50_other_measures_unknown_LIMITATION_PROHIBITION_OF_PROCESSING
1577,q50_other_measures_unknown_COMPLY_WITH_DATA_SUBJECT_REQUESTS_BRING_PROCESSING_INTO_COMPLIANCE
1578,q50_other_measures_known_PROCESSING_BAN
1579,q50_other_measures_known_NONE
1580,q50_other_measures_known_MISSING
1581,q50_other_measures_known_DATA_DELETION_ORDER_COMPLIANCE_ORDER
1582,q50_other_measures_known_COMPLIANCE_ORDER_AUDIT_REQUIREMENT
1583,q47_remedial_unknown_NONE_DISCUSSED
